Reported Date,Total Number of Dead and Missing,Coordinates
"August 18, 2015",1,"32.174, -113.24667"
"August 18, 2015",1,"32.1742, -113.24667"
"August 18, 2015",1,"32.174, -113.24647"
"August 19, 2015",1,"32.22039, -113.2139"
"August 19, 2015",3,"21.68573, 30.751709"
"August 19, 2015",5,"25.685913, 32.639282"
"August 20, 2015",2,"15.485324, 4.376056"
"August 20, 2015",5,"19.078732, 26.165733"
"August 20, 2015",1,"23.966675, 32.782898"
"August 20, 2015",1,"32.12775, -112.13793"
"August 21, 2015",1,"31.81318, -111.85296"
"August 21, 2015",1,"31.7989, -111.81445"
"August 21, 2015",1,"32.27515, -112.97308"
"August 21, 2015",1,"39.2836, 26.5057"
"August 22, 2015",1,"31.87648, -112.13971"
"August 22, 2015",1,"32.083833, -112.963333"
"August 23, 2015",1,"32.143167, -112.98095"
"August 23, 2015",24,"6.44491, 100.205"
"August 23, 2015",1,"37.5005, 27.0791"
"August 24, 2015",6,"39.2836, 26.5057"
"August 24, 2015",1,"39.3700725, 25.453518"
"August 24, 2015",3,"39.344441, 26.557274"
"August 24, 2015",1,"32.11476, -112.11556"
"August 24, 2015",1,"31.379722, -110.940833"
"August 25, 2015",1,"31.838633, -111.9506"
"August 25, 2015",1,"31.704274, -111.044576"
"August 25, 2015",2,"36.632829, -3.532317"
"August 25, 2015",1,"36.632829, -3.532317"
"August 26, 2015",52,"34.2345, 14.7437"
"August 27, 2015",8,"31.199373, 16.596383"
"August 27, 2015",1,"34.5531284, 18.048011"
"August 27, 2015",71,"48.2081743, 16.373819"
"August 27, 2015",202,"32.151074, 16.360273"
"August 27, 2015",1,"32.08267, -111.17659"
"August 28, 2015",1,"32.3609, -113.123"
"August 28, 2015",1,"32.347166, -113.116666"
"August 28, 2015",2,"34.38788813, 17.975903"
"August 29, 2015",1,"37.7548, 26.9778"
"August 30, 2015",37,"32.7998038, 13.098975"
"August 31, 2015",6,"34.25502621, 20.970292"
"August 31, 2015",1,"39.1756491, 25.943523"
"August 31, 2015",1,"35.8889515, -5.353556"
"August 1, 2015",1,"31.199373, 16.596383"
"August 1, 2015",1,"31.199373, 16.596386"
"August 1, 2015",1,"26.239989, 12.913084"
"August 1, 2015",1,"26.239989, 12.913084"
"August 1, 2015",1,"26.239989, 12.913084"
"August 31, 2015",1,"22.30997944, 23.51197"
"August 31, 2015",3,"27.75417578, 13.91046"
"September 1, 2015",1,"31.54855, -111.73635"
"September 1, 2015",4,"22.662903, 23.649292"
"September 1, 2015",1,"40.9424403, 21.943246"
"September 1, 2015",4,"35.4607, 13.1396"
"September 2, 2015",1,"27.6897876, -110.069709"
"September 2, 2015",1,"38.406249, 26.246271"
"September 2, 2015",1,"39.2836, 26.5057"
"September 2, 2015",5,"37.2028822, 28.311496"
"September 2, 2015",10,"37.2028822, 28.311496"
"September 3, 2015",61,"4.155698697, 103.447934"
"September 3, 2015",44,"33.0186595, 15.445569"
"September 3, 2015",1,"31.715333, -111.949783"
"September 4, 2015",1,"47.4760233, 18.900956"
"September 4, 2015",1,"40.858969, 25.853259"
"September 5, 2015",1,"37.4653473, 26.932666"
"September 5, 2015",1,"32.6434314, -115.785945"
"September 5, 2015",1,"32.328533, -113.261717"
"September 6, 2015",1,"31.92171, -112.90196"
"September 6, 2015",1,"31.81835, -112.533867"
"September 6, 2015",20,"31.914825, 30.322228"
"September 6, 2015",2,"36.03421196, -5.392037"
"September 7, 2015",1,"32.0523, -113.00292"
"September 7, 2015",1,"32.33183, -113.10583"
"September 7, 2015",1,"32.33203, -113.10583"
"September 9, 2015",1,"31.74916, -112.15516"
"September 10, 2015",1,"32.323583, -113.10095"
"September 10, 2015",1,"46.247356, 20.090216"
"September 10, 2015",1,"35.2914156, -2.992539"
"September 10, 2015",1,"27.4779362, -99.549573"
"September 12, 2015",4,"36.949998, 26.983329"
"September 12, 2015",1,"52.3105386, 4.768274"
"September 12, 2015",1,"31.63683, -111.96318"
"September 12, 2015",1,"39.2836, 26.5057"
"September 12, 2015",1,"28.5969909, -100.720786"
"September 13, 2015",38,"37.2948, 27.1199"
"September 14, 2015",2,"38.022701, 27.067593"
"September 15, 2015",22,"34.8657, 12.6049"
"September 17, 2015",2,"23.321289, 21.866882"
"September 17, 2015",3,"32.849232, 13.1648"
"September 17, 2015",1,"33.0207732, 13.551552"
"September 18, 2015",1,"31.52895, -109.09437"
"September 18, 2015",7,"36.50439, 27.363253"
"September 18, 2015",1,"38.328609, 26.293587"
"September 18, 2015",1,"50.91767393, 1.794802"
"September 18, 2015",2,"27.032288, 14.456116"
"September 18, 2015",1,"24.214478, 32.981079"
"September 18, 2015",1,"36.2413132, 36.678277"
"September 19, 2015",13,"39.2836, 26.5057"
"September 19, 2015",1,"27.032288, 14.456116"
"September 19, 2015",3,"23.321289, 21.866882"
"September 19, 2015",1,"13.798889, 34.848694"
"September 19, 2015",2,"20.112671, 30.499695"
"September 19, 2015",5,"22.22052, 36.641296"
"September 19, 2015",1,"13.798889, 34.848694"
"September 19, 2015",1,"21.749695, 32.51947"
"September 20, 2015",1,"8.4055964, 48.475394"
"September 20, 2015",1,"32.20948, -111.48673"
"September 20, 2015",1,"21.7991, 31.3713"
"September 20, 2015",1,"12.951111, 36.155518"
"September 20, 2015",2,"21.056519, 30.261902"
"September 20, 2015",1,"0.355713, 37.583313"
"September 20, 2015",3,"25.731079, 21.401489"
"September 20, 2015",1,"24.138269, 33.026759"
"September 20, 2015",1,"5.147458, 41.705795"
"September 20, 2015",26,"39.445562, 26.042874"
"September 20, 2015",26,"39.2836, 26.5057"
"September 20, 2015",2,"39.2357, 26.665"
"September 20, 2015",1,"19.7114371, -99.059241"
"September 15, 2015",1,"50.966392, 1.862325"
"September 21, 2015",1,"23.125488, 32.475708"
"September 22, 2015",1,"32.30317, -113.09"
"September 22, 2015",2,"39.2836, 26.5057"
"September 22, 2015",1,"39.2836, 26.5057"
"September 22, 2015",2,"19.049997, -98.199999"
"September 23, 2015",1,"20.491232, -99.929311"
"September 23, 2015",1,"39.3671, 26.1751"
"September 23, 2015",1,"25.89133265, -97.505347"
"September 24, 2015",1,"32.924565, -112.223983"
"September 24, 2015",5,"29.0416038, -96.785058"
"September 24, 2015",1,"37.4667, 26.9667"
"September 24, 2015",1,"50.9232, 1.78285"
"September 25, 2015",7,"36.893311, 27.307574"
"September 27, 2015",1,"31.72451, -111.96446"
"September 27, 2015",1,"31.86743, -112.74258"
"September 28, 2015",1,"29.3621053, -100.911821"
"September 27, 2015",17,"36.5278615, 34.692518"
"September 29, 2015",22,"-11.6455, 43.3333"
"September 29, 2015",1,"50.9513, 1.85869"
"September 29, 2015",1,"32.04636, -113.0097"
"September 29, 2015",1,"32.82177, -112.04187"
"September 29, 2015",1,"50.937235, 1.890964"
"September 29, 2015",6,"40.72294247, 26.043375"
"September 29, 2015",1,"19.195438, -96.141352"
"September 30, 2015",3,"19.1738, -96.1342"
"September 30, 2015",1,"50.9223, 1.78408"
"September 30, 2015",2,"39.2836, 26.5057"
"September 1, 2015",2,"23.84458, 18.3692"
"September 1, 2015",2,"20.05749, 25.66243"
"September 1, 2015",1,"20.87571, 25.48954"
"September 1, 2015",2,"26.239989, 12.913084"
"September 1, 2015",1,"27.032288, 14.456116"
"September 1, 2015",3,"32.849232, 13.1648"
"September 30, 2015",1,"32.73665691, 12.464628"
"September 30, 2015",2,"32.1731347, 52.840788"
"October 2, 2015",1,"36.9523, 26.9808"
"October 3, 2015",2,"36.8915, 27.2877"
"October 4, 2015",2,"36.8925871, 27.287793"
"October 4, 2015",2,"14.024307, 35.368568"
"October 4, 2015",1,"15.45813, 36.404114"
"October 5, 2015",1,"36.8893, 27.1828"
"October 5, 2015",1,"19.408, -98.052"
"October 5, 2015",95,"32.7873, 12.7826"
"October 5, 2015",1,"42.3092, 21.6499"
"October 6, 2015",3,"20.87561, 25.48944"
"October 6, 2015",1,"27.2032014, 16.055221"
"October 6, 2015",14,"23.2488413, 19.724216"
"October 7, 2015",3,"28.0566652, 14.099127"
"October 7, 2015",1,"32.849232, 13.1648"
"October 7, 2015",1,"29.3927555, -100.901071"
"October 7, 2015",4,"15.10968, 36.493896"
"October 8, 2015",3,"18.5108497, -69.9381"
"October 8, 2015",1,"14.2727986, 36.22949"
"October 8, 2015",8,"23.251892, 22.500122"
"October 9, 2015",3,"19.195438, -96.141352"
"October 9, 2015",1,"39.2836, 26.5057"
"October 9, 2015",2,"19.363525, 27.509888"
"October 9, 2015",2,"36.43896196, -6.429884"
"October 10, 2015",11,"31.5548412, 31.091137"
"October 10, 2015",1,"27.550903, 14.268677"
"October 11, 2015",1,"32.7383173, -114.643359"
"October 12, 2015",1,"32.15423, -112.33682"
"October 12, 2015",8,"9.511598, 49.086764"
"October 13, 2015",5,"27.03956, 14.23824"
"October 13, 2015",28,"22.766479, 22.587891"
"October 13, 2015",1,"14.393127, 33.539307"
"October 13, 2015",1,"23.321289, 21.866882"
"October 13, 2015",2,"35.2964286, -2.94281"
"October 14, 2015",3,"39.2836, 26.5057"
"October 14, 2015",9,"37.471039, 27.02218"
"October 14, 2015",1,"9.107727, 48.933105"
"October 14, 2015",1,"26.102091, -98.304259"
"October 14, 2015",1,"51.299076, 0.51688"
"October 14, 2015",1,"32.819135, -111.963106"
"October 14, 2015",1,"32.0013, -112.122299"
"October 15, 2015",1,"32.1796, -113.07685"
"October 15, 2015",1,"50.938146, 1.840737"
"October 15, 2015",1,"50.9364, 1.79995"
"October 15, 2015",1,"42.3452, 27.1813"
"October 15, 2015",8,"39.2836, 26.5057"
"October 15, 2015",1,"3.923889, 41.875122"
"October 15, 2015",1,"24.0923336, 32.882662"
"October 16, 2015",1,"32.334317, -113.102"
"October 16, 2015",1,"32.258783, -112.9721"
"October 16, 2015",1,"24.088928, 32.904114"
"October 16, 2015",1,"50.9364, 1.79995"
"October 16, 2015",13,"39.4162, 26.4074"
"October 17, 2015",7,"38.1646858, 26.747187"
"October 17, 2015",2,"20.515686, 28.262878"
"October 18, 2015",1,"27.4753053, -99.486183"
"October 18, 2015",20,"35.199293, 51.020506"
"October 18, 2015",1,"38.3755288, 25.716801"
"October 19, 2015",5,"34.2345, 14.7437"
"October 19, 2015",2,"35.8894, -5.32135"
"October 19, 2015",2,"17.529297, 32.9151"
"October 19, 2015",1,"21.708923, 30.146484"
"October 19, 2015",3,"30.669922, 32.739319"
"October 19, 2015",5,"17.665283, 34.0495"
"October 19, 2015",1,"23.508911, 33.266724"
"October 20, 2015",8,"40.334718, 17.164603"
"October 20, 2015",5,"15.41687, 34.738892"
"October 20, 2015",1,"32.192563, -110.961395"
"October 20, 2015",2,"14.393127, 33.539307"
"October 20, 2015",1,"23.321289, 21.866882"
"October 20, 2015",2,"23.830688, 32.497681"
"October 20, 2015",1,"27.032288, 14.456116"
"October 20, 2015",30,"20.6081929, 23.999395"
"October 20, 2015",20,"26.11853, 14.809692"
"October 20, 2015",3,"23.321289, 21.866882"
"October 20, 2015",1,"14.287109, 33.524902"
"October 20, 2015",1,"14.393127, 33.539307"
"October 20, 2015",3,"23.321289, 21.866882"
"October 21, 2015",4,"13.776917, 37.661072"
"October 21, 2015",1,"31.40025, -110.95995"
"October 21, 2015",3,"17.7806232, 32.092196"
"October 21, 2015",2,"21.069275, 28.784302"
"October 21, 2015",2,"-1.75177, 40.627502"
"October 21, 2015",13,"39.4277, 26.3885"
"October 21, 2015",1,"27.4688428, -99.557493"
"October 21, 2015",1,"27.4688428, -99.557493"
"October 22, 2015",1,"29.5150912, -102.82785"
"October 22, 2015",3,"39.1756491, 25.943523"
"October 22, 2015",6,"31.5548, 31.0911"
"October 22, 2015",23,"39.410744, 26.586906"
"October 22, 2015",5,"39.2836, 26.5057"
"October 25, 2015",43,"32.5051, 14.5102"
"October 25, 2015",10,"39.2836, 26.5057"
"October 25, 2015",2,"22.51532, 30.739685"
"October 26, 2015",1,"39.2836, 26.5057"
"October 26, 2015",1,"38.432258, 26.243986"
"October 26, 2015",1,"35.8953846, -5.334817"
"October 26, 2015",1,"50.9518803, 1.833937"
"October 26, 2015",1,"17.995878, -94.547559"
"October 27, 2015",2,"38.381773, 26.464046"
"October 28, 2015",2,"39.26025639, 26.487821"
"October 28, 2015",4,"37.68961042, 27.006609"
"October 28, 2015",3,"34.2708, 15.0073"
"October 28, 2015",3,"37.4606024, 27.005194"
"October 28, 2015",56,"39.3856462, 26.216722"
"October 28, 2015",19,"36.9523, 26.9808"
"October 28, 2015",1,"39.277258, 26.409536"
"October 28, 2015",1,"37.458981, 26.992945"
"October 28, 2015",1,"39.385094, 26.15356"
"October 28, 2015",2,"17.701904, 34.03772"
"October 28, 2015",1,"48.2568653, 12.951881"
"October 29, 2015",1,"29.7110679, -101.569381"
"October 29, 2015",1,"31.70077, -111.14907"
"October 29, 2015",1,"17.761518, -92.596498"
"October 29, 2015",39,"35.29857739, -3.925395"
"October 29, 2015",7,"36.45062456, 28.21575"
"October 29, 2015",2,"37.7548, 26.9778"
"October 29, 2015",1,"15.465881, 36.412903"
"October 29, 2015",4,"39.470142, 26.592653"
"October 30, 2015",1,"39.1756491, 25.943523"
"October 30, 2015",1,"37.4578, 26.9721"
"October 30, 2015",8,"-11.8028, 43.8519"
"October 31, 2015",1,"45.2604317, 19.170648"
"October 31, 2015",4,"35.991336, -5.916205"
"October 31, 2015",4,"39.279915, 26.388937"
"October 31, 2015",2,"29.5, 34"
"October 1, 2015",2,"20.51107, 25.83825"
"October 1, 2015",2,"23.4194624, 20.471611"
"October 1, 2015",7,"19.075158, 8.024068"
"October 1, 2015",1,"28.03375, 5.93435"
"October 1, 2015",1,"19.075158, 8.024072"
"October 1, 2015",5,"23.4194624, 20.471611"
"November 1, 2015",11,"37.751814, 26.960291"
"November 1, 2015",10,"37.284761, 27.125852"
"November 1, 2015",4,"13.3611, 100.985"
"November 1, 2015",1,"38.35754, 26.452157"
"November 1, 2015",1,"39.276195, 26.383443"
"November 1, 2015",1,"39.274069, 26.38619"
"November 3, 2015",1,"15.9564, -93.6631"
"November 3, 2015",1,"31.589933, -111.362767"
"November 3, 2015",1,"36.4073604, 27.447418"
"November 3, 2015",10,"39.2836, 26.5057"
"November 5, 2015",1,"31.64675, -111.15327"
"November 5, 2015",2,"36.8915, 27.2877"
"November 5, 2015",1,"37.4653473, 26.932666"
"November 6, 2015",1,"31.308619, -110.942166"
"November 6, 2015",1,"30.691617, 34.499499"
"November 7, 2015",1,"32.596, -111.70938"
"November 7, 2015",1,"8.476128, 47.34748"
"November 8, 2015",1,"32.216783, -113.147133"
"November 10, 2015",1,"37.03833, 27.429855"
"November 10, 2015",1,"26.974509, -112.782746"
"November 10, 2015",15,"39.445518, 25.986638"
"November 11, 2015",1,"39.276195, 26.383443"
"November 11, 2015",6,"37.779414, 26.35341"
"November 12, 2015",1,"23.968872, 32.124084"
"November 12, 2015",1,"24.088938, 32.899829"
"November 12, 2015",5,"20.046396, 25.589796"
"November 13, 2015",1,"39.502976, 26.406946"
"November 13, 2015",1,"40.8781198, 26.155459"
"November 13, 2015",2,"46.552688, 15.663439"
"November 13, 2015",1,"19.704968, -98.834546"
"November 14, 2015",1,"32.13884, -112.99014"
"November 15, 2015",15,"31.2410823, 34.237559"
"November 15, 2015",1,"17.94614, -94.210325"
"November 15, 2015",1,"23.7756264, 16.066305"
"November 15, 2015",4,"30.231079, 33.178711"
"November 16, 2015",1,"32.26505, -113.16132"
"November 17, 2015",1,"31.511, -111.561833"
"November 17, 2015",1,"25.44291, 31.34079"
"November 17, 2015",5,"18.4448963, 30.15893"
"November 17, 2015",1,"24.44989, 32.475708"
"November 17, 2015",1,"14.13684, 49.94388"
"November 17, 2015",8,"39.274069, 26.38825"
"November 17, 2015",11,"36.921375, 27.296143"
"November 17, 2015",3,"26.926947, -15.0166"
"November 17, 2015",2,"52.783148, -1.67928"
"November 17, 2015",1,"26.0312262, -98.366243"
"November 17, 2015",1,"27.6426468, -99.630232"
"November 17, 2015",1,"28.6897718, -100.533405"
"November 18, 2015",1,"24.049072, 32.684326"
"November 18, 2015",3,"21.157104, 30.391724"
"November 18, 2015",1,"29.964905, 32.871094"
"November 18, 2015",1,"24.088318, 32.9021"
"November 18, 2015",15,"31.241703, 34.235811"
"November 19, 2015",1,"23.314697, 32.409729"
"November 19, 2015",6,"12.950684, 36.159485"
"November 19, 2015",1,"27.032288, 14.456116"
"November 19, 2015",3,"23.321289, 21.866882"
"November 19, 2015",2,"26.11853, 14.809692"
"November 19, 2015",3,"23.321289, 21.866882"
"November 19, 2015",3,"29.52317, 33.80547"
"November 19, 2015",3,"24.089294, 32.901123"
"November 20, 2015",1,"36.594168, -3.532006"
"November 20, 2015",1,"29.337391, -100.941227"
"November 21, 2015",1,"29.8171253, -101.88653"
"November 23, 2015",5,"30.89643693, 33.587365"
"November 24, 2015",4,"29.52317, 33.80547"
"November 24, 2015",1,"31.685417, -111.6613"
"November 24, 2015",1,"31.6129, -111.51831"
"November 25, 2015",1,"19.6103747, 37.12898"
"November 25, 2015",1,"37.847167, 27.252642"
"November 26, 2015",1,"27.4688428, -99.557493"
"November 27, 2015",4,"39.603753, 26.401857"
"November 28, 2015",5,"39.314606, 26.515185"
"November 28, 2015",2,"27.5338623, -99.553539"
"November 28, 2015",4,"24.150458, -98.629149"
"November 29, 2015",1,"32.2947, -112.56382"
"November 30, 2015",4,"36.1734, -2.62573"
"November 1, 2015",4,"21.1349917, -10.451409"
"November 1, 2015",12,"19.72559, 25.66303"
"December 1, 2015",33,"38.325725, 26.289227"
"December 1, 2015",1,"39.3346, 26.4755"
"December 1, 2015",1,"32.6737649, -115.525847"
"December 1, 2015",1,"32.686457, -115.485963"
"December 2, 2015",1,"16.194244, -94.977747"
"December 2, 2015",1,"50.9518803, 1.833937"
"December 3, 2015",1,"40.930111, 21.771839"
"December 3, 2015",5,"37.2856, 27.0866"
"December 3, 2015",1,"50.9518803, 1.833937"
"December 3, 2015",1,"32.668019, -115.502043"
"December 4, 2015",2,"35.844745, -5.356311"
"December 4, 2015",3,"-22.218441, 29.985529"
"December 7, 2015",1,"32.29104, -112.838707"
"December 7, 2015",2,"30.744324, 32.662476"
"December 8, 2015",6,"39.0245112, 15.296917"
"December 8, 2015",38,"26.544303, -15.279553"
"December 8, 2015",7,"-20.159104, 28.572376"
"December 9, 2015",1,"36.88262, 27.311018"
"December 9, 2015",25,"37.469404, 27.027424"
"December 9, 2015",1,"37.305186, 27.133167"
"December 9, 2015",1,"28.6779788, -100.521305"
"December 9, 2015",3,"14.04094, 35.39883"
"December 9, 2015",3,"29.52327, 33.80567"
"December 10, 2015",5,"21.894714, 30.564087"
"December 10, 2015",1,"31.34265, -110.266267"
"December 10, 2015",3,"30.970703, 34.068726"
"December 10, 2015",4,"37.276233, 27.107574"
"December 10, 2015",13,"37.318839, 27.118061"
"December 11, 2015",1,"27.1934864, -104.145363"
"December 12, 2015",1,"36.173351, 29.602718"
"December 14, 2015",1,"-9.3095648, 32.768948"
"December 14, 2015",6,"36.175438, 29.589343"
"December 14, 2015",1,"37.586014, 26.494619"
"December 14, 2015",1,"39.446941, 26.480153"
"December 14, 2015",1,"19.6955139, -98.896157"
"December 15, 2015",5,"36.964183, 27.43113"
"December 15, 2015",3,"12.951721, 36.1521"
"December 15, 2015",9,"23.321289, 21.866882"
"December 15, 2015",2,"27.032288, 14.456116"
"December 15, 2015",2,"15.455688, 32.530518"
"December 15, 2015",3,"23.321289, 21.866882"
"December 15, 2015",1,"24.138269, 33.026759"
"December 16, 2015",3,"15.455688, 32.530518"
"December 16, 2015",10,"23.321289, 21.866882"
"December 16, 2015",3,"26.11853, 14.809692"
"December 16, 2015",8,"32.76095, 21.75772"
"December 16, 2015",1,"12.954462, 36.157256"
"December 16, 2015",2,"23.321289, 21.866882"
"December 16, 2015",1,"8.522888, 47.371704"
"December 16, 2015",34,"23.321289, 21.866882"
"December 16, 2015",5,"27.032288, 14.456116"
"December 16, 2015",2,"19.55486, 26.71993"
"December 16, 2015",1,"36.93013, 27.001581"
"December 16, 2015",2,"38.331957, 26.214435"
"December 16, 2015",4,"36.9523, 26.9808"
"December 16, 2015",5,"39.196567, 26.575927"
"December 17, 2015",8,"23.321289, 21.866882"
"December 17, 2015",1,"12.961304, 36.145508"
"December 17, 2015",4,"23.321289, 21.866882"
"December 17, 2015",1,"9.543274, 44.0401"
"December 17, 2015",2,"12.959473, 36.158875"
"December 17, 2015",5,"23.321289, 21.866882"
"December 17, 2015",3,"21.4245, 30.505676"
"December 17, 2015",2,"15.4770905, 32.264191"
"December 17, 2015",1,"14.024307, 35.368568"
"December 18, 2015",4,"36.925738, 27.254266"
"December 18, 2015",4,"37.118979, 27.220141"
"December 18, 2015",1,"20.004272, 29.707092"
"December 18, 2015",1,"10.106873, 48.86731"
"December 18, 2015",18,"36.941323, 27.343616"
"December 18, 2015",1,"11.62863706, -85.937685"
"December 19, 2015",1,"38.376413, 26.213546"
"December 19, 2015",2,"37.659145, 26.326265"
"December 19, 2015",1,"40.067293, 9.175777"
"December 19, 2015",1,"15.44812, 36.275513"
"December 19, 2015",1,"8.493103, 47.336731"
"December 19, 2015",2,"15.464722, 36.448486"
"December 19, 2015",1,"23.188477, 32.332886"
"December 20, 2015",2,"15.457275, 36.387512"
"December 20, 2015",6,"30.398315, 19.578125"
"December 20, 2015",3,"30.214722, 20.14032"
"December 20, 2015",1,"15.475708, 32.550476"
"December 20, 2015",6,"23.321289, 21.866882"
"December 20, 2015",1,"27.032288, 14.456116"
"December 20, 2015",2,"8.476128, 47.34748"
"December 20, 2015",3,"14.385925, 33.50293"
"December 20, 2015",12,"23.321289, 21.866882"
"December 20, 2015",1,"24.088318, 32.900085"
"December 20, 2015",3,"-9.94989, 40.462708"
"December 20, 2015",1,"11.57428, 37.361328"
"December 20, 2015",23,"27.032288, 14.456116"
"December 20, 2015",11,"30.376526, 19.984131"
"December 20, 2015",36,"27.032288, 14.456116"
"December 20, 2015",1,"37.63936948, 26.498112"
"December 21, 2015",1,"37.576548, 26.482196"
"December 22, 2015",2,"39.0245112, 15.296917"
"December 22, 2015",14,"37.2954, 27.1127"
"December 22, 2015",11,"39.3805469, 26.186166"
"December 23, 2015",1,"36.179661, 14.815938"
"December 23, 2015",1,"37.566252, 26.505769"
"December 24, 2015",20,"39.088957, 26.781175"
"December 24, 2015",2,"37.756132, 26.960456"
"December 24, 2015",1,"37.828242, 27.003982"
"December 24, 2015",1,"28.706139, -100.512441"
"December 25, 2015",2,"35.91653, -5.372926"
"December 25, 2015",1,"37.707325, 27.000325"
"December 25, 2015",1,"37.798058, 26.69863"
"December 26, 2015",13,"23.930804, -83.269439"
"December 27, 2015",1,"37.593055, 26.518854"
"December 27, 2015",1,"31.30945, 34.222756"
"December 28, 2015",1,"14.893189, -92.27541"
"December 28, 2015",4,"37.551464, 26.507867"
"December 28, 2015",1,"51.016352, 2.399438"
"December 28, 2015",1,"31.75735, -111.778467"
